Record ID,Timestamp,Rain Gauge,Rain Rate
4123320,2019-05-31 10:52:43,0.00,0.00
4123323,2019-05-31 10:53:43,0.00,0.00
4123325,2019-05-31 10:54:43,0.00,0.00
4123329,2019-05-31 10:55:43,0.00,0.00
4123330,2019-05-31 10:56:43,0.00,0.00
4123332,2019-05-31 10:57:44,0.00,0.00
4123334,2019-05-31 10:58:44,0.00,0.00
4123335,2019-05-31 10:59:44,0.00,0.00
4123338,2019-05-31 11:00:44,0.00,0.00
4123340,2019-05-31 11:01:44,0.00,0.00
4123343,2019-05-31 11:02:44,0.00,0.00
4123344,2019-05-31 11:03:45,0.00,0.00
4123346,2019-05-31 11:04:45,0.00,0.00
4123349,2019-05-31 11:05:45,0.00,0.00
4123352,2019-05-31 11:06:45,0.00,0.00
4123358,2019-05-31 11:07:45,0.00,0.00
4123357,2019-05-31 11:08:46,0.00,0.00
4123360,2019-05-31 11:09:46,0.00,0.00
4123363,2019-05-31 11:10:46,0.00,0.00
4123366,2019-05-31 11:11:46,0.00,0.00
4123369,2019-05-31 11:12:46,0.00,0.00
4123372,2019-05-31 11:13:47,0.00,0.00
4123374,2019-05-31 11:14:47,0.00,0.00
4123377,2019-05-31 11:15:47,0.00,0.00
4123380,2019-05-31 11:16:47,0.00,0.00
4123382,2019-05-31 11:17:47,0.00,0.00
4123384,2019-05-31 11:18:47,0.00,0.00
4123386,2019-05-31 11:19:47,0.00,0.00
4123388,2019-05-31 11:20:47,0.00,0.00
4123392,2019-05-31 11:21:48,0.00,0.00
4123395,2019-05-31 11:22:48,0.00,0.00
4123397,2019-05-31 11:23:48,0.00,0.00
4123400,2019-05-31 11:24:48,0.00,0.00
4123402,2019-05-31 11:25:48,0.00,0.00
4123405,2019-05-31 11:26:48,0.00,0.00
4123406,2019-05-31 11:27:48,0.00,0.00
4123408,2019-05-31 11:28:48,0.00,0.00
4123411,2019-05-31 11:29:49,0.00,0.00
4123415,2019-05-31 11:30:49,0.00,0.00
4123414,2019-05-31 11:31:49,0.00,0.00
4123418,2019-05-31 11:32:49,0.00,0.00
4123421,2019-05-31 11:33:49,0.00,0.00
4123424,2019-05-31 11:34:49,0.00,0.00
4123425,2019-05-31 11:35:49,0.00,0.00
4123428,2019-05-31 11:36:49,0.00,0.00
4123431,2019-05-31 11:37:50,0.00,0.00
4123432,2019-05-31 11:38:50,0.00,0.00
4123433,2019-05-31 11:39:50,0.00,0.00
4123435,2019-05-31 11:40:51,0.00,0.00
4123441,2019-05-31 11:41:51,0.00,0.00
4123447,2019-05-31 11:42:51,0.00,0.00
4123450,2019-05-31 11:43:51,0.00,0.00
4123456,2019-05-31 11:44:51,0.00,0.00
4123455,2019-05-31 11:45:52,0.00,0.00
4123462,2019-05-31 11:46:52,0.00,0.00
4123465,2019-05-31 11:47:52,0.00,0.00
4123467,2019-05-31 11:48:52,0.00,0.00
4123468,2019-05-31 11:49:52,0.00,0.00
4123470,2019-05-31 11:50:52,0.00,0.00
4123475,2019-05-31 11:51:52,0.00,0.00
4123473,2019-05-31 11:52:52,0.00,0.00
4123476,2019-05-31 11:53:53,0.00,0.00
4123478,2019-05-31 11:54:53,0.00,0.00
4123479,2019-05-31 11:55:53,0.00,0.00
4123484,2019-05-31 11:56:55,0.00,0.00
4123483,2019-05-31 11:57:53,0.00,0.00
4123489,2019-05-31 11:58:54,0.00,0.00
4123492,2019-05-31 11:59:53,0.00,0.00
4123498,2019-05-31 12:00:54,0.00,0.00
4123496,2019-05-31 12:01:54,0.00,0.00
4123504,2019-05-31 12:02:54,0.00,0.00
4123507,2019-05-31 12:03:54,0.00,0.00
4123510,2019-05-31 12:04:54,0.00,0.00
4123511,2019-05-31 12:05:54,0.00,0.00
4123514,2019-05-31 12:06:55,0.00,0.00
4123517,2019-05-31 12:07:55,0.00,0.00
4123520,2019-05-31 12:08:55,0.00,0.00
4123522,2019-05-31 12:09:55,0.00,0.00
4123527,2019-05-31 12:10:55,0.00,0.00
4123530,2019-05-31 12:11:55,0.00,0.00
4123533,2019-05-31 12:12:55,0.00,0.00
4123536,2019-05-31 12:13:56,0.00,0.00
4123538,2019-05-31 12:14:56,0.00,0.00
4123540,2019-05-31 12:15:56,0.00,0.00
4123542,2019-05-31 12:16:56,0.00,0.00
4123543,2019-05-31 12:17:56,0.00,0.00
4123545,2019-05-31 12:18:56,0.00,0.00
4123548,2019-05-31 12:19:56,0.00,0.00
4123551,2019-05-31 12:20:56,0.00,0.00
4123552,2019-05-31 12:21:56,0.00,0.00
4123554,2019-05-31 12:22:56,0.00,0.00
4123557,2019-05-31 12:23:56,0.00,0.00
4123563,2019-05-31 12:24:56,0.00,0.00
4123566,2019-05-31 12:25:56,0.00,0.00
4123567,2019-05-31 12:26:56,0.00,0.00
4123572,2019-05-31 12:27:57,0.00,0.00
4123575,2019-05-31 12:28:57,0.00,0.00
4123578,2019-05-31 12:29:57,0.00,0.00
4123581,2019-05-31 12:31:57,0.00,0.00
4123583,2019-05-31 12:32:57,0.00,0.00
4123586,2019-05-31 12:33:57,0.00,0.00
4123588,2019-05-31 12:34:57,0.00,0.00
4123591,2019-05-31 12:35:57,0.00,0.00
4123592,2019-05-31 12:36:58,0.00,0.00
4123593,2019-05-31 12:37:58,0.00,0.00
4123596,2019-05-31 12:38:58,0.00,0.00
4123598,2019-05-31 12:39:58,0.00,0.00
4123599,2019-05-31 12:40:58,0.00,0.00
4123602,2019-05-31 12:41:58,0.00,0.00
4123605,2019-05-31 12:42:58,0.00,0.00
4123608,2019-05-31 12:43:58,0.00,0.00
4123610,2019-05-31 12:44:58,0.00,0.00
4123611,2019-05-31 12:45:58,0.00,0.00
4123613,2019-05-31 12:46:58,0.00,0.00
4123615,2019-05-31 12:47:58,0.00,0.00
4123618,2019-05-31 12:48:59,0.00,0.00
4123620,2019-05-31 12:49:59,0.00,0.00
4123622,2019-05-31 12:50:59,0.00,0.00
4123623,2019-05-31 12:51:59,0.00,0.00
4123625,2019-05-31 12:52:59,0.00,0.00
4123626,2019-05-31 12:53:59,0.00,0.00
4123629,2019-05-31 12:55:00,0.00,0.00
4123635,2019-05-31 12:56:00,0.00,0.00
4123638,2019-05-31 12:57:00,0.00,0.00
4123639,2019-05-31 12:58:00,0.00,0.00
4123641,2019-05-31 12:59:00,0.00,0.00
4123643,2019-05-31 13:00:00,0.00,0.00
4123644,2019-05-31 13:01:00,0.00,0.00
4123645,2019-05-31 13:02:00,0.00,0.00
4123647,2019-05-31 13:03:00,0.00,0.00
4123649,2019-05-31 13:04:00,0.00,0.00
4123653,2019-05-31 13:05:01,0.00,0.00
4123651,2019-05-31 13:06:01,0.00,0.00
4123652,2019-05-31 13:07:00,0.00,0.00
4123655,2019-05-31 13:08:01,0.00,0.00
4123656,2019-05-31 13:09:01,0.00,0.00
4123660,2019-05-31 13:10:01,0.00,0.00
4123658,2019-05-31 13:11:02,0.00,0.00
4123661,2019-05-31 13:12:01,0.00,0.00
4123667,2019-05-31 13:13:01,0.00,0.00
4123670,2019-05-31 13:14:01,0.00,0.00
4123674,2019-05-31 13:15:01,0.00,0.00
4123676,2019-05-31 13:16:01,0.00,0.00
4123675,2019-05-31 13:17:02,0.00,0.00
4123677,2019-05-31 13:18:01,0.00,0.00
4123680,2019-05-31 13:19:02,0.00,0.00
4123686,2019-05-31 13:20:02,0.00,0.00
4123689,2019-05-31 13:21:02,0.00,0.00
4123692,2019-05-31 13:22:02,0.00,0.00
4123695,2019-05-31 13:23:02,0.00,0.00
4123698,2019-05-31 13:24:02,0.00,0.00
4123704,2019-05-31 13:25:02,0.00,0.00
4123707,2019-05-31 13:26:02,0.00,0.00
4123710,2019-05-31 13:27:02,0.00,0.00
4123711,2019-05-31 13:28:02,0.00,0.00
4123714,2019-05-31 13:29:02,0.00,0.00
4123717,2019-05-31 13:30:04,0.00,0.00
4123719,2019-05-31 13:31:02,0.00,0.00
4123720,2019-05-31 13:32:03,0.00,0.00
4123721,2019-05-31 13:33:03,0.00,0.00
4123722,2019-05-31 13:34:03,0.00,0.00
4123726,2019-05-31 13:35:03,0.00,0.00
4123729,2019-05-31 13:36:03,0.00,0.00
4123733,2019-05-31 13:37:03,0.00,0.00
4123736,2019-05-31 13:38:03,0.00,0.00
4123739,2019-05-31 13:39:05,0.00,0.00
4123743,2019-05-31 13:40:03,0.00,0.00
4123748,2019-05-31 13:41:03,0.00,0.00
4123746,2019-05-31 13:42:03,0.00,0.00
4123751,2019-05-31 13:43:03,0.00,0.00
4123754,2019-05-31 13:44:03,0.00,0.00
4123757,2019-05-31 13:45:04,0.00,0.00
4123762,2019-05-31 13:46:04,0.00,0.00
4123761,2019-05-31 13:47:04,0.00,0.00
4123765,2019-05-31 13:48:04,0.00,0.00
4123768,2019-05-31 13:49:04,0.00,0.00
4123771,2019-05-31 13:50:07,0.00,0.00
4123774,2019-05-31 13:51:04,0.00,0.00
4123777,2019-05-31 13:52:05,0.00,0.00
4123783,2019-05-31 13:53:05,0.00,0.00
4123782,2019-05-31 13:54:05,0.00,0.00
4123786,2019-05-31 13:55:05,0.00,0.00
4123792,2019-05-31 13:56:05,0.00,0.00
4123795,2019-05-31 13:57:06,0.00,0.00
4123798,2019-05-31 13:58:06,0.00,0.00
4123801,2019-05-31 13:59:06,0.00,0.00
4123802,2019-05-31 14:00:06,0.00,0.00
4123805,2019-05-31 14:01:07,0.00,0.00
4123811,2019-05-31 14:02:07,0.00,0.00
4123809,2019-05-31 14:03:07,0.00,0.00
4123812,2019-05-31 14:04:07,0.00,0.00
4123814,2019-05-31 14:05:07,0.00,0.00
4123815,2019-05-31 14:06:08,0.00,0.00
4123820,2019-05-31 14:07:07,0.00,0.00
4123823,2019-05-31 14:08:07,0.00,0.00
4123828,2019-05-31 14:09:07,0.00,0.00
4123829,2019-05-31 14:10:07,0.00,0.00
4123831,2019-05-31 14:11:07,0.00,0.00
4123834,2019-05-31 14:12:07,0.00,0.00
4123837,2019-05-31 14:13:08,0.00,0.00
4123839,2019-05-31 14:14:09,0.00,0.00
4123841,2019-05-31 14:15:09,0.00,0.00
4123843,2019-05-31 14:16:09,0.00,0.00
4123847,2019-05-31 14:17:09,0.00,0.00
4123850,2019-05-31 14:18:09,0.00,0.00
4123851,2019-05-31 14:19:09,0.00,0.00
4123854,2019-05-31 14:20:10,0.00,0.00
4123857,2019-05-31 14:21:09,0.00,0.00
4123859,2019-05-31 14:22:09,0.00,0.00
4123862,2019-05-31 14:23:10,0.00,0.00
4123867,2019-05-31 14:24:10,0.00,0.00
4123866,2019-05-31 14:25:10,0.00,0.00
4123871,2019-05-31 14:26:10,0.00,0.00
4123876,2019-05-31 14:27:10,0.00,0.00
4123879,2019-05-31 14:28:10,0.00,0.00
4123885,2019-05-31 14:29:10,0.00,0.00
4123884,2019-05-31 14:30:10,0.00,0.00
4123887,2019-05-31 14:31:10,0.00,0.00
4123889,2019-05-31 14:32:10,0.00,0.00
4123890,2019-05-31 14:33:10,0.00,0.00
4123896,2019-05-31 14:34:10,0.00,0.00
4123899,2019-05-31 14:35:10,0.00,0.00
4123902,2019-05-31 14:36:10,0.00,0.00
4123905,2019-05-31 14:37:10,0.00,0.00
4123906,2019-05-31 14:38:10,0.00,0.00
4123907,2019-05-31 14:39:10,0.00,0.00
4123911,2019-05-31 14:40:11,0.00,0.00
4123910,2019-05-31 14:41:11,0.00,0.00
4123914,2019-05-31 14:42:11,0.00,0.00
4123915,2019-05-31 14:43:11,0.00,0.00
4123918,2019-05-31 14:44:11,0.00,0.00
4123923,2019-05-31 14:45:11,0.00,0.00
4123926,2019-05-31 14:46:11,0.00,0.00
4123927,2019-05-31 14:47:11,0.00,0.00
4123931,2019-05-31 14:48:12,0.00,0.00
4123934,2019-05-31 14:49:12,0.00,0.00
4123936,2019-05-31 14:50:12,0.00,0.00
4123937,2019-05-31 14:51:12,0.00,0.00
4123940,2019-05-31 14:52:12,0.00,0.00
4123942,2019-05-31 14:53:12,0.00,0.00
4123944,2019-05-31 14:54:14,0.00,0.00
4123947,2019-05-31 14:55:12,0.00,0.00
4123949,2019-05-31 14:56:12,0.00,0.00
4123952,2019-05-31 14:57:12,0.00,0.00
4123956,2019-05-31 14:58:13,0.00,0.00
4123955,2019-05-31 14:59:13,0.00,0.00
4123959,2019-05-31 15:00:13,0.00,0.00
4123962,2019-05-31 15:01:13,0.00,0.00
4123965,2019-05-31 15:02:13,0.00,0.00
4123967,2019-05-31 15:03:13,0.00,0.00
4123973,2019-05-31 15:04:13,0.00,0.00
4123976,2019-05-31 15:05:13,0.00,0.00
4123979,2019-05-31 15:06:13,0.00,0.00
4123981,2019-05-31 15:07:13,0.00,0.00
4123983,2019-05-31 15:08:13,0.00,0.00
4123988,2019-05-31 15:09:13,0.00,0.00
4123986,2019-05-31 15:10:13,0.00,0.00
4123989,2019-05-31 15:11:13,0.00,0.00
4123995,2019-05-31 15:12:13,0.00,0.00
4124001,2019-05-31 15:13:13,0.00,0.00
4124004,2019-05-31 15:14:14,0.00,0.00
4124010,2019-05-31 15:15:14,0.00,0.00
4124009,2019-05-31 15:16:14,0.00,0.00
4124014,2019-05-31 15:17:14,0.00,0.00
4124017,2019-05-31 15:18:14,0.00,0.00
4124022,2019-05-31 15:19:14,0.00,0.00
4124023,2019-05-31 15:20:14,0.00,0.00
4124025,2019-05-31 15:21:14,0.00,0.00
4124026,2019-05-31 15:22:14,0.00,0.00
4124029,2019-05-31 15:23:14,0.00,0.00
4124031,2019-05-31 15:24:14,0.00,0.00
4124034,2019-05-31 15:25:14,0.00,0.00
4124039,2019-05-31 15:26:14,0.00,0.00
4124042,2019-05-31 15:27:14,0.00,0.00
4124044,2019-05-31 15:28:15,0.00,0.00
4124046,2019-05-31 15:29:15,0.00,0.00
4124047,2019-05-31 15:30:15,0.00,0.00
4124048,2019-05-31 15:31:15,0.00,0.00
4124049,2019-05-31 15:32:15,0.00,0.00
4124052,2019-05-31 15:33:15,0.00,0.00
4124058,2019-05-31 15:34:15,0.00,0.00
4124061,2019-05-31 15:35:15,0.00,0.00
4124063,2019-05-31 15:36:15,0.00,0.00
4124064,2019-05-31 15:37:15,0.00,0.00
4124065,2019-05-31 15:38:15,0.00,0.00
4124070,2019-05-31 15:39:15,0.00,0.00
4124069,2019-05-31 15:40:15,0.00,0.00
4124072,2019-05-31 15:41:15,0.00,0.00
4124075,2019-05-31 15:42:15,0.00,0.00
4124077,2019-05-31 15:43:15,0.00,0.00
4124078,2019-05-31 15:44:15,0.00,0.00
4124081,2019-05-31 15:45:15,0.00,0.00
4124084,2019-05-31 15:46:15,0.00,0.00
4124087,2019-05-31 15:47:15,0.00,0.00
4124089,2019-05-31 15:48:15,0.00,0.00
4124092,2019-05-31 15:49:15,0.00,0.00
4124093,2019-05-31 15:50:15,0.00,0.00
4124096,2019-05-31 15:51:15,0.00,0.00
4124098,2019-05-31 15:52:15,0.00,0.00
4124102,2019-05-31 15:53:15,0.00,0.00
4124104,2019-05-31 15:54:15,0.00,0.00
4124107,2019-05-31 15:55:15,0.00,0.00
4124112,2019-05-31 15:56:15,0.00,0.00
4124110,2019-05-31 15:57:15,0.00,0.00
4124118,2019-05-31 15:58:15,0.00,0.00
4124121,2019-05-31 15:59:16,0.00,0.00
4124127,2019-05-31 16:00:16,0.00,0.00
4124126,2019-05-31 16:01:16,0.00,0.00
4124129,2019-05-31 16:02:15,0.00,0.00
4124132,2019-05-31 16:03:16,0.00,0.00
4124135,2019-05-31 16:04:16,0.00,0.00
4124139,2019-05-31 16:05:16,0.00,0.00
4124142,2019-05-31 16:06:16,0.00,0.00
4124144,2019-05-31 16:07:16,0.00,0.00
4124150,2019-05-31 16:08:16,0.00,0.00
4124153,2019-05-31 16:09:16,0.00,0.00
4124156,2019-05-31 16:10:16,0.00,0.00
4124162,2019-05-31 16:11:16,0.00,0.00
4124165,2019-05-31 16:12:16,0.00,0.00
4124168,2019-05-31 16:13:16,0.00,0.00
4124171,2019-05-31 16:14:16,0.00,0.00
4124174,2019-05-31 16:15:16,0.00,0.00
4124180,2019-05-31 16:16:16,0.00,0.00
4124186,2019-05-31 16:17:16,0.00,0.00
4124189,2019-05-31 16:18:16,0.00,0.00
4124191,2019-05-31 16:19:16,0.00,0.00
4124194,2019-05-31 16:20:17,0.00,0.00
4124197,2019-05-31 16:21:17,0.00,0.00
4124199,2019-05-31 16:22:17,0.00,0.00
4124200,2019-05-31 16:23:17,0.00,0.00
4124202,2019-05-31 16:24:17,0.00,0.00
4124205,2019-05-31 16:25:17,0.00,0.00
4124208,2019-05-31 16:26:17,0.00,0.00
4124214,2019-05-31 16:27:17,0.00,0.00
4124212,2019-05-31 16:28:17,0.00,0.00
4124218,2019-05-31 16:29:17,0.00,0.00
4124217,2019-05-31 16:30:17,0.00,0.00
4124224,2019-05-31 16:31:17,0.00,0.00
4124228,2019-05-31 16:32:17,0.00,0.00
4124231,2019-05-31 16:33:17,0.00,0.00
4124234,2019-05-31 16:34:17,0.00,0.00
4124236,2019-05-31 16:35:17,0.00,0.00
4124239,2019-05-31 16:36:17,0.00,0.00
4124243,2019-05-31 16:37:17,0.00,0.00
4124246,2019-05-31 16:38:17,0.00,0.00
4124247,2019-05-31 16:39:17,0.00,0.00
4124249,2019-05-31 16:40:17,0.00,0.00
4124251,2019-05-31 16:41:17,0.00,0.00
4124252,2019-05-31 16:42:17,0.00,0.00
4124255,2019-05-31 16:43:17,0.00,0.00
4124258,2019-05-31 16:44:17,0.00,0.00
4124260,2019-05-31 16:45:17,0.00,0.00
4124263,2019-05-31 16:46:17,0.00,0.00
4124269,2019-05-31 16:47:17,0.00,0.00
4124272,2019-05-31 16:48:17,0.00,0.00
4124275,2019-05-31 16:49:17,0.00,0.00
4124277,2019-05-31 16:50:17,0.00,0.00
4124279,2019-05-31 16:52:18,0.00,0.00
4124280,2019-05-31 16:53:18,0.00,0.00
4124281,2019-05-31 16:54:18,0.00,0.00
4124282,2019-05-31 16:55:18,0.00,0.00
4124283,2019-05-31 16:56:18,0.00,0.00
4124286,2019-05-31 16:57:18,0.00,0.00
4124289,2019-05-31 16:58:18,0.00,0.00
4124290,2019-05-31 16:59:18,0.00,0.00
4124292,2019-05-31 17:00:18,0.00,0.00
4124293,2019-05-31 17:01:18,0.00,0.00
4124294,2019-05-31 17:02:18,0.00,0.00
4124298,2019-05-31 17:03:18,0.00,0.00
4124300,2019-05-31 17:04:18,0.00,0.00
4124302,2019-05-31 17:05:18,0.00,0.00
4124308,2019-05-31 17:06:18,0.00,0.00
4124311,2019-05-31 17:07:18,0.00,0.00
4124314,2019-05-31 17:08:18,0.00,0.00
4124319,2019-05-31 17:09:18,0.00,0.00
4124325,2019-05-31 17:10:18,0.00,0.00
4124323,2019-05-31 17:11:18,0.00,0.00
4124328,2019-05-31 17:12:18,0.00,0.00
4124329,2019-05-31 17:13:18,0.00,0.00
4124334,2019-05-31 17:14:18,0.00,0.00
4124332,2019-05-31 17:15:18,0.00,0.00
4124333,2019-05-31 17:16:18,0.00,0.00
4124337,2019-05-31 17:17:18,0.00,0.00
4124343,2019-05-31 17:18:18,0.00,0.00
4124346,2019-05-31 17:19:19,0.00,0.00
4124348,2019-05-31 17:20:19,0.00,0.00
4124351,2019-05-31 17:21:18,0.00,0.00
4124356,2019-05-31 17:22:19,0.00,0.00
4124358,2019-05-31 17:23:19,0.00,0.00
4124359,2019-05-31 17:24:19,0.00,0.00
4124362,2019-05-31 17:25:19,0.00,0.00
4124364,2019-05-31 17:26:19,0.00,0.00
4124366,2019-05-31 17:27:19,0.00,0.00
4124368,2019-05-31 17:28:19,0.00,0.00
4124369,2019-05-31 17:29:19,0.00,0.00
